unit_number,time_stamp,status,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21
unit_2,11/22/2015 12:00,0,-0.0015,0.0004,High,518.67,641.14,1588.67,1390.06,14.62,21.57,552.83,2387.95,9044.17,1.3,47.16,520.82,2387.96,8133.55,8.3876,0.03,392,2388,100,39.11,23.3304
unit_3,10/21/2016 12:00,0,0.0035,-0.0002,High,518.67,641.94,1581.8,1397.66,14.62,21.57,553.84,2387.96,9053.86,1.3,47.27,521.38,2387.96,8136.97,8.3341,0.03,393,2388,100,39.12,23.3609
unit_4,5/10/2016 12:00,0,0.0004,-0.0004,High,518.67,642.14,1576.23,1401.25,14.62,21.58,555.13,,9051.28,1.3,47.21,523.25,2388.01,8140.95,8.3663,0.03,392,2388,100,39.04,23.4606
unit_6,5/28/2016 12:00,0,-0.0003,-0.0003,High,518.67,642.2,1579.26,1400.58,14.62,21.53,,2387.92,,1.3,47.14,520.74,2387.89,8141.56,8.3809,0.03,,2388,100,38.92,23.3728
unit_10,7/17/2018 12:00,0,20.0063,,High,491.19,607.94,1500.18,1269.86,9.35,13.61,342.81,2324.75,,1.1,44.94,323.59,2388.92,8114.16,8.9889,0.03,369,2324,100,24.91,14.9078
unit_7,1/22/2015 12:00,0,-0.004,-0.0003,High,518.67,642.02,1585.67,1399.14,14.62,21.59,554.11,2387.99,,1.3,47.12,522.27,2387.99,8141.42,8.3771,0.03,391,2388,100,38.91,23.4385
unit_6,10/1/2015 12:00,0,0.0012,0.0004,High,518.67,641.85,1583.83,1391.77,14.62,21.58,553.23,2387.93,9051.97,1.3,47.16,520.22,2387.93,8139.24,8.4077,0.03,390,,100,38.75,23.4397
unit_4,11/29/2016 12:00,0,0,0.0004,High,518.67,642.99,1597.81,1404.39,,21.58,561.4,2388.25,9083.65,1.31,47.68,529.75,2388.23,8166.57,8.2785,0.03,394,2388,100,39.25,23.518
unit_8,3/6/2016 12:00,0,0.0019,,High,518.67,642.16,,1395.72,14.62,21.59,554.27,2387.99,9055.32,1.3,,522.09,2387.96,8134.9,8.4028,0.03,390,2388,100,39.21,23.4184
unit_7,7/18/2015 12:00,0,0.0011,-0.0002,,518.67,642.21,1590.72,1402.55,14.62,21.58,557.41,2388.07,9076.21,1.31,47.46,525.98,2388.08,8149.96,8.3389,,393,2388,100,39.08,23.5559
unit_2,10/19/2015 12:00,0,0.0009,-0.0004,High,518.67,642.56,1579.93,1405.69,14.62,21.57,,2387.25,9038.31,1.3,47.37,,2387.28,8121.79,8.405,0.03,390,2388,100,38.68,23.2587
unit_6,10/5/2015 12:00,0,-0.0006,0.0005,High,518.67,642.03,1571.27,1395.89,14.62,21.58,552.34,2387.9,9049.05,1.3,46.9,519.95,2387.89,8136.59,8.3697,0.03,389,2388,100,38.94,23.341
unit_4,5/29/2016 12:00,0,-0.0003,-0.0003,High,518.67,642.27,1582.33,1399.5,14.62,21.59,555.74,2388.06,9059.28,1.3,47.17,523.66,,8142.15,,0.03,392,2388,100,,23.393
unit_8,3/15/2016 12:00,0,35.0054,0.84,High,449.44,555.42,1349.59,1120.54,5.48,7.98,194.76,2222.87,8338.57,1.02,41.49,182.46,2387.94,8055.18,9.2912,0.02,333,2223,100,14.94,8.9562
unit_3,9/8/2016 12:00,0,0.0003,-0.0001,High,518.67,641.48,1587.29,1392.75,14.62,21.58,553.05,2387.94,9058.78,1.3,47.19,521.6,2387.93,8127.12,8.41,0.03,391,2388,100,39.02,23.3793
unit_9,5/27/2017 12:00,0,0,-0.0003,High,518.67,642.24,1583.1,1401.29,14.62,21.56,555.81,2388.01,9059.51,1.3,47.29,523.57,2388.1,8140.95,8.3856,0.03,391,2388,100,39.14,23.612
unit_5,1/14/2015 12:00,0,0.0028,0,High,518.67,642.55,1584.73,1400.4,14.62,21.57,554.73,2387.98,9051.01,1.3,,522.23,2387.97,8137.6,8.3744,0.03,392,2388,100,38.96,23.5377
unit_3,4/17/2016 12:00,0,-0.0032,0.0005,High,,642.63,1573.8,1406.9,14.62,21.58,550.61,2387.36,9030.09,1.3,47.26,519.06,2387.32,8119.37,8.4411,0.03,390,2388,100,38.96,23.2029
unit_2,6/13/2016 12:00,0,-0.0044,0.0002,High,518.67,642.46,1585.39,1402.83,14.62,21.57,558.7,2388.19,9086.96,1.3,,527.03,2388.2,8157.72,8.3084,0.03,391,2388,100,39.37,23.4823
unit_8,10/24/2016 12:00,0,20.0046,0.7009,High,491.19,607.62,1483.58,1251.1,9.35,13.63,337.74,2324.16,8751.97,1.08,44.23,318.13,2388.33,8079.6,9.0939,,367,2324,100,24.77,14.9249
unit_5,5/18/2015 12:00,0,25.0002,0.6214,Low,462.54,537.05,1268.94,1044.33,7.05,9,176.71,1915.57,,0.94,36.61,166.2,2028.46,7882.9,10.786,0.02,307,1915,84.93,14.43,8.6427
unit_3,5/4/2016 12:00,0,0.0012,-0.0005,High,518.67,641.28,1579.54,1393.45,14.62,21.59,552.96,2387.96,9038.44,1.3,47.18,521.47,2387.98,8128.03,8.3496,0.03,391,2388,100,38.95,23.403
unit_10,3/11/2018 12:00,0,10.0022,0.2518,High,489.05,604.65,1496.8,1307.63,10.52,15.46,396.24,2318.92,8791.63,1.26,45.15,,2388.06,8139.8,8.5758,0.03,369,2319,100,28.77,17.245
unit_8,5/19/2016 12:00,0,41.9982,0.8418,High,445,548.94,1346.57,1120.29,3.91,5.7,138.78,2211.98,8310.8,1.02,41.74,130.6,2388.08,8080.41,9.2834,0.02,330,2212,100,10.63,6.4481
unit_10,6/10/2017 12:00,0,35.0058,0.84,High,449.44,555.33,1357.76,1118.95,5.48,7.98,194.22,2222.92,8343.56,1.02,41.67,183.59,,8066.68,9.2751,0.02,333,2223,100,14.84,8.877
unit_3,7/23/2016 12:00,0,-0.0011,0.0005,High,518.67,641.33,1577.01,1397.78,14.62,21.58,553.19,2387.95,9040.76,1.3,46.97,520.48,,8135.18,8.377,0.03,390,2388,100,39.02,23.2931
unit_10,9/6/2017 12:00,0,25.005,,Low,462.54,,1254.9,1039.37,7.05,9.01,175.42,1915.41,8003.4,0.94,36.6,164.65,,7873.7,10.8335,0.02,304,1915,84.93,14.29,8.6272
unit_10,6/12/2017 12:00,0,10.0056,0.25,High,489.05,604.59,1487.49,1303.98,10.52,15.47,394.74,2318.78,8778.66,1.26,45.2,371.96,2388.02,8135.31,8.5875,0.03,368,2319,100,28.8,17.2798
unit_2,8/16/2015 12:00,0,-0.0017,-0.0002,High,518.67,642.06,1577.23,1396.2,14.62,21.57,550.77,2387.57,9028.29,,47.14,519.19,2387.52,8125.18,8.4082,0.03,391,2388,100,38.62,23.3233
unit_1,11/30/2017 12:00,0,35.0039,0.84,High,449.44,555.62,1357.91,1127.03,5.48,7.99,195.4,2222.98,8350.82,1.03,41.8,183.82,2388.06,8072.39,9.2458,0.02,333,2223,,14.87,8.9576
unit_8,4/26/2016 12:00,0,25.0003,0.6211,Low,462.54,,1257.84,1035.03,7.05,9.01,175.12,1915.3,8003.88,0.94,36.48,165.06,2028.17,7866.5,10.8504,0.02,304,1915,84.93,14.31,8.5574
unit_2,9/19/2015 12:00,0,-0.0016,-0.0003,High,518.67,642.43,1572.12,1396.01,14.62,21.57,551.06,2387.26,9038.66,1.3,47.31,,2387.28,8123.03,8.4319,0.03,390,,100,38.89,23.217
unit_4,9/28/2016 12:00,0,-0.001,0.0003,High,518.67,642.13,1590.23,1404.59,14.62,21.58,558.33,2388.1,9068.08,1.31,,526.73,2388.11,8151.56,8.3537,0.03,393,2388,100,39.09,23.5734
unit_8,9/29/2016 12:00,0,0,0,High,,642.54,1589.49,1415.68,,21.6,558.82,2388.11,9068.63,1.3,47.48,526.81,2388.15,8153.8,8.3474,0.03,,2388,100,39.36,23.5209
unit_3,4/30/2016 12:00,0,-0.003,0.0005,High,518.67,642.11,1580.76,1395.79,14.62,,550.77,2387.45,9040.32,1.3,47.25,519.72,2387.5,8123.45,8.4189,0.03,392,2388,100,38.99,23.294
unit_9,5/2/2017 12:00,0,0.0011,0.0001,High,518.67,641.91,1590.77,1396.23,14.62,21.56,554.48,2388.05,9060.08,1.3,47.07,522.58,,8140.99,8.3567,,393,2388,100,39.11,23.3232
unit_2,8/9/2016 12:00,0,-0.0015,-0.0003,High,518.67,643.13,1602.59,1418.71,14.62,21.58,564.02,2388.37,,1.31,47.94,532.14,2388.31,8173.38,8.2581,0.03,394,2388,100,39.49,23.5936
unit_9,9/12/2017 12:00,0,0.0007,0,High,518.67,643.46,1603.37,1414.76,14.62,21.56,567.34,2388.46,9117.62,1.31,,534.17,2388.43,,8.2478,0.03,396,2388,100,39.6,23.6952
unit_7,7/2/2015 12:00,0,-0.0001,0,High,518.67,642.63,1582.42,1408.68,14.62,21.58,556.67,2388.08,9066.03,,47.18,524.22,2388.07,8141.1,8.3229,0.03,391,2388,100,39.21,23.5532
unit_10,3/5/2018 12:00,0,,,High,489.05,604.89,1499.79,1307.99,10.52,15.46,396.83,2318.92,8785.73,1.26,45.35,373.4,2388.14,8141.81,8.5357,0.03,369,2319,100,28.63,17.2162
unit_1,9/19/2017 12:00,0,41.9983,0.8415,High,445,,1346.91,1117.88,3.91,5.7,138.96,2211.95,8317.31,1.02,41.85,130.64,,,9.3264,0.02,329,2212,100,10.79,6.4651
unit_6,4/25/2016 12:00,0,0.0028,0,High,,,1583.21,1390.55,14.62,21.55,552.94,2387.96,9052.06,1.3,47.16,521.8,2387.93,8135.93,8.3878,0.03,391,2388,100,39.07,23.3143
unit_2,11/16/2015 12:00,0,-0.0013,0.0003,High,518.67,641.61,1577.38,1391,14.62,21.57,553.47,2387.93,9043.93,1.3,46.97,,2387.91,8131.36,8.3893,0.03,391,2388,100,39.06,23.4153
unit_10,11/9/2017 12:00,0,9.9984,0.2502,High,489.05,604.27,1492.64,,10.52,15.47,394.87,2318.79,8781.42,1.26,45.35,372.25,2388.04,8131.62,8.6118,0.03,367,2319,100,28.71,17.1197
unit_4,10/11/2015 12:00,0,-0.0009,,High,518.67,641.82,1581.68,1398.91,14.62,21.59,555.24,2388.02,9058.02,1.3,47.1,522.91,2388,8138.6,8.4126,0.03,390,2388,100,38.9,23.5227
unit_5,7/16/2015 12:00,0,10.0049,0.25,High,489.05,605.12,1515.3,1321.41,10.52,15.47,,,8832.21,1.27,45.82,380.72,2388.68,8178.63,8.4778,0.03,371,2319,100,28.93,17.4285
unit_9,2/16/2017 12:00,0,-0.0013,-0.0004,High,518.67,641.75,1582.69,1398.46,14.62,21.57,552.9,,9045.6,1.3,46.93,521.22,2387.94,8132.17,8.3992,0.03,390,2388,100,38.84,23.3959
unit_5,4/1/2014 12:00,0,25.0029,0.6217,Low,462.54,536.45,1254.83,1043.34,7.05,9,174.44,1915.28,8005.69,0.94,36.28,164.18,2028.17,7868.98,10.8734,0.02,306,1915,84.93,,8.6078
unit_10,8/21/2017 12:00,0,42.0074,0.8417,High,,548.95,1350.87,,3.91,5.7,138.81,2211.99,8317.33,1.02,41.74,130.28,2388.1,8084.5,9.3156,0.02,329,2212,100,10.59,6.3781
unit_9,6/14/2017 12:00,0,-0.0015,0.0003,High,518.67,642.28,1595.16,1398.04,14.62,21.56,557.82,2388.14,9058.23,1.3,47.4,525.43,2388.08,,8.3285,0.03,391,2388,100,39.18,23.6448
unit_2,5/22/2016 12:00,0,-0.0011,-0.0004,High,518.67,,1587.06,1407.11,14.62,21.56,557.92,2388.1,9070.12,1.3,47.31,524.69,2388.12,8153.47,,0.03,394,2388,100,39.08,23.6369
unit_7,6/10/2015 12:00,0,-0.0021,-0.0001,High,518.67,642.32,1588.82,1402.59,14.62,21.58,556.53,2388.07,9067.97,1.3,47.43,,2388.05,8145.35,8.3626,0.03,393,2388,100,39.05,23.4557
unit_8,10/21/2016 12:00,0,42.0041,0.8406,High,445,549.34,1349.52,1121.55,3.91,5.7,140.45,2212.13,8339.21,1.03,42.1,132.16,2388.24,8111.26,9.2497,0.02,331,2212,100,10.83,6.4419
unit_1,8/29/2017 12:00,0,35.0038,0.84,High,449.44,555.29,1358.6,1119.54,5.48,7.99,195.22,2222.95,8346.63,1.03,41.66,183.62,2388.01,8070.86,9.2735,0.02,334,2223,100,14.9,8.9537
unit_10,4/14/2018 12:00,0,19.9989,0.7,High,491.19,607.07,1480.2,1248.31,9.35,13.61,337.09,2324.13,8738.1,1.08,44.5,317.82,2388.17,8075.67,9.0981,0.02,364,2324,100,24.63,14.9398
unit_6,7/2/2015 12:00,0,0.0016,0.0003,High,518.67,641.52,1576.48,1394.47,,21.58,,2387.93,9049.48,1.3,46.97,520.6,2387.91,8129.26,8.4102,0.03,390,2388,100,38.9,23.3111
unit_5,12/5/2014 12:00,0,20.0016,0.7003,High,491.19,607.04,1474.54,1243.56,9.35,13.6,333.55,2323.75,8714.51,1.07,43.9,314.22,2387.86,,9.2068,,364,2324,100,24.46,14.7457
unit_6,9/14/2015 12:00,0,,-0.0001,High,518.67,642.34,1578.25,1398.98,14.62,21.57,550.93,2387.3,9031.42,1.3,47.31,518.75,2387.2,8124.09,8.4497,0.03,389,2388,100,38.96,23.2622
unit_2,6/17/2015 12:00,0,0.002,0.0001,High,518.67,642.26,1582.91,1395.46,14.62,21.57,,2387.48,9024.47,1.3,,518.93,2387.41,8118.27,8.4356,0.03,391,2388,100,38.67,23.2758
unit_2,4/11/2016 12:00,0,-0.0006,0.0004,High,518.67,642.19,1583.02,1400.43,14.62,21.57,555.16,2388.01,9061.94,1.3,,523.06,2388.01,8146.76,8.3324,0.03,392,2388,100,39.17,23.5541
unit_6,5/20/2016 12:00,0,-0.0001,-0.0002,High,518.67,,1580.89,1398.66,14.62,21.54,553.01,,9052.08,1.3,47.14,521.82,2387.99,8137.22,8.3836,0.03,390,2388,100,,23.3797
unit_10,2/15/2018 12:00,0,9.9998,0.2504,High,489.05,,1495.01,1304.19,10.52,15.46,395.8,2318.92,8790.22,1.26,45.29,,2388.08,8134.27,8.5667,0.03,,2319,100,,17.3011
unit_8,10/30/2015 12:00,0,24.999,0.62,Low,462.54,536.31,1252.86,1037.51,7.05,9.01,174.53,1915.27,8002.54,0.94,36.17,163.81,2028.11,7867.65,10.8711,0.02,305,1915,84.93,14.29,8.5354
unit_9,4/8/2017 12:00,0,-0.0021,0,High,518.67,641.98,1583,1403.13,14.62,21.56,554.79,,9050.7,1.3,47.19,522.76,2387.99,8138.9,8.3679,0.03,390,2388,100,39.01,23.3722
unit_3,3/18/2016 12:00,0,0.0013,0.0004,High,518.67,642.17,1569.22,1400.6,14.62,21.58,550.83,2387.6,9039.97,1.3,47.13,519.03,2387.6,8121.94,8.4347,,390,2388,100,39.08,23.2408
unit_9,8/30/2016 12:00,0,0.001,0.0003,High,518.67,642.56,,1397.47,14.62,21.57,553.63,2387.88,9044.14,1.3,47.12,519.95,2387.92,8126.13,8.4066,0.03,389,2388,100,39.02,23.3602
unit_9,8/1/2017 12:00,0,0.0025,-0.0001,High,518.67,643.03,1590.25,1401.43,14.62,21.56,560.72,2388.21,9088.06,1.31,47.65,528.37,2388.18,8163.85,8.2681,0.03,394,2388,100,39.17,23.5374
unit_2,7/18/2015 12:00,0,-0.0015,0.0004,High,518.67,642.1,1580.04,1391.56,14.62,,,2387.58,9031.96,,47.12,518.58,2387.54,8116.75,8.4067,0.03,390,2388,100,38.86,23.2403
unit_1,12/4/2017 12:00,0,20.0015,0.7,High,491.19,607.24,1483.72,1242.12,9.35,13.63,334.89,2323.91,8717.94,1.08,44.31,315.59,2388.02,8062.57,9.1933,0.02,364,2324,100,24.58,14.8137
unit_3,1/12/2016 12:00,0,0.0024,-0.0002,,518.67,641.83,1582.73,1394.94,14.62,,551.4,2387.35,9040.72,1.3,47.21,519.52,2387.36,8119.83,8.4252,0.03,390,2388,100,38.87,23.2686
unit_7,1/6/2015 12:00,0,0.0023,-0.0004,High,518.67,642.03,1580.93,1397.02,14.62,21.58,553.61,2387.97,9049.17,1.3,47.01,521.35,2387.95,8136.73,,0.03,393,2388,100,38.84,23.4456
unit_8,4/15/2016 12:00,0,35.0001,0.84,,449.44,555.12,1362.67,1115.52,5.48,7.98,194.97,2222.88,8340.38,1.02,41.51,182.78,2388,8066.93,9.2716,0.02,333,2223,100,14.8,8.993
unit_4,10/20/2016 12:00,0,0.0005,0.0004,High,518.67,642.63,1594.27,1420.18,14.62,21.58,560.48,2388.18,9080.29,1.3,47.64,527.15,2388.16,8155.12,8.3234,0.03,394,2388,100,39.3,23.5009
unit_10,12/15/2017 12:00,0,35.0002,0.84,High,449.44,554.99,1364.04,1124.52,5.48,7.98,194.78,2222.97,8353.79,1.02,41.77,183.73,2388.11,8069.2,9.2658,0.02,333,2223,100,15.09,9.0554
unit_8,12/18/2015 12:00,0,,0.25,High,489.05,604.25,1493.41,1299.59,10.52,15.48,394.26,2318.7,8767.55,1.26,44.86,,2387.89,8127.35,,0.03,367,2319,100,28.77,17.1923
unit_5,8/6/2014 12:00,0,25.0029,0.62,Low,462.54,536.54,1247.06,1034.3,7.05,9,174.86,1915.26,7997.46,0.94,36.34,163.3,2028.1,7867.32,10.8716,0.02,306,1915,84.93,14.27,8.5452
unit_2,4/18/2015 12:00,0,,0,High,,642.28,1582.96,1396.31,14.62,21.57,550.08,2387.55,9034.66,1.3,,518.56,2387.54,8117.87,8.3941,0.03,,2388,100,38.79,23.2541
unit_2,2/2/2016 12:00,0,0.002,-0.0003,High,518.67,642.22,,1396.21,14.62,21.57,553.72,2387.95,9045.79,1.3,46.96,521.64,2388.03,8135.35,8.3534,0.03,392,,100,39.07,23.4095
unit_6,2/17/2016 12:00,0,-0.0008,0.0004,High,518.67,,,1392.08,14.62,21.56,553.44,2387.96,9055.83,1.3,47.05,521.08,2387.91,8134.08,8.3808,0.03,391,2388,100,39.02,23.325
unit_10,9/30/2017 12:00,0,41.9988,0.84,High,445,549.09,1347.64,1118.15,3.91,5.7,138.46,2212,8323.06,1.02,41.71,130.13,2388.07,8081.38,9.3325,0.02,329,2212,100,10.75,6.4159
unit_8,8/6/2016 12:00,0,,0.0017,,518.67,642.05,1589.14,1393.78,,21.6,555.6,2388.09,9052.68,1.3,47.35,,2388.07,8143.06,8.3556,0.03,393,2388,100,39.06,23.366
unit_7,6/25/2015 12:00,0,-0.0019,-0.0004,High,,642.4,1590.43,1399.98,14.62,21.58,556.9,2388.08,9063.96,1.3,47.24,525.15,2388.02,8142.88,8.3765,0.03,392,2388,100,39.25,23.4194
unit_1,5/7/2017 12:00,0,25.0044,0.62,Low,462.54,536.5,1254.66,1040.56,,9.02,176.02,1915.37,8009.05,0.94,36.54,165.1,2028.27,7875.57,,0.02,307,,84.93,,8.5943
unit_8,12/11/2016 12:00,0,20.007,0.7,High,491.19,607.79,,1253.86,9.35,13.62,341.88,2324.46,8765.25,1.09,,321.38,2388.69,8097.98,,0.03,367,2324,100,24.96,14.9772
unit_4,4/15/2016 12:00,0,-0.0014,-0.0005,High,518.67,641.75,1582.12,1398.02,14.62,21.58,554.22,2388.01,9050.32,1.3,47.14,522.56,2388.01,8139.7,8.3606,0.03,392,2388,100,39.04,23.4585
unit_4,4/10/2016 12:00,0,-0.0017,-0.0001,High,518.67,642.33,1578.14,1389,14.62,21.58,555.45,2388.02,9042.43,1.3,47.3,523.12,2388.02,8137.77,8.3851,0.03,391,2388,100,39.02,23.4466
unit_4,12/26/2015 12:00,0,0.0026,0.0003,High,518.67,642.52,1586.26,1398.45,14.62,21.59,555.15,2387.97,9059.55,1.3,47.04,523.07,2388.05,8139.54,8.3824,0.03,391,2388,100,39.04,23.4355
unit_4,4/25/2016 12:00,0,-0.0003,0.0003,High,518.67,641.8,1584.39,1401.56,14.62,21.59,554.61,2387.99,9057.58,1.3,47.2,523.21,2388.01,8141.53,8.3597,0.03,392,2388,100,39.34,
unit_8,10/20/2016 12:00,0,10.0029,0.2508,High,489.05,604.8,1503.97,1313.49,10.52,15.47,398.15,2319.13,8795.12,1.26,45.49,375.65,2388.27,8150.67,8.5708,0.03,369,2319,100,29.07,17.35
unit_4,7/31/2016 12:00,0,-0.0003,0.0004,High,518.67,642.47,1588.61,1394.81,14.62,21.58,556.15,2388.05,9062.39,1.3,47.1,523.87,2388.09,8148.72,8.3717,0.03,393,2388,100,39.06,23.3522
unit_5,3/27/2015 12:00,0,42.0064,0.84,High,445,549.27,1345.73,1126.26,3.91,5.69,139.09,2212.08,8326.45,1.02,41.89,130.63,2388.14,8092.22,9.2737,0.02,329,2212,100,10.63,6.3456
unit_6,3/22/2016 12:00,0,0.0036,0.0003,High,518.67,,1581.34,1388.94,14.62,21.55,552.41,2387.89,,1.3,47.09,520.32,2387.9,8128.9,8.4106,0.03,391,2388,,38.91,23.4223
unit_2,11/5/2015 12:00,0,0.0024,0.0004,High,518.67,640.9,1583.62,,14.62,21.57,552.78,2387.92,9046.15,1.3,47.17,520.22,2387.91,8133.78,8.4153,,391,2388,100,38.96,23.4168
unit_4,6/10/2016 12:00,0,0.0019,0.0005,High,518.67,642.25,1586.38,1393.57,14.62,21.58,555.55,2388.02,9061.87,1.3,47.3,523.88,2387.99,8141.4,8.3601,0.03,391,2388,100,39.33,23.4109
unit_9,10/15/2016 12:00,0,-0.0022,,High,518.67,641.96,1579.99,1392.07,14.62,21.57,552.01,2387.88,9046.21,1.3,46.84,520.43,2387.97,8130.26,8.4,0.03,392,,100,38.98,23.385
unit_10,6/30/2017 12:00,0,10.003,0.2517,High,489.05,604.02,1491.31,1307.22,10.52,15.47,394.84,2318.81,8773.65,1.26,45.07,371.74,2388,8126.37,8.5756,0.03,369,2319,100,28.66,17.1557
unit_10,9/3/2017 12:00,0,0,0,High,518.67,641.98,1576.23,1401.7,,21.58,555.02,2388.08,9051.51,1.3,47.29,522.88,,8138.56,8.3159,0.03,393,2388,100,38.93,23.3282
unit_1,5/29/2017 12:00,0,,0.84,High,445,548.65,1345.73,1115.92,3.91,5.71,138.28,2212,8322.91,1.02,41.84,130.74,,8086.87,9.2762,0.02,328,2212,100,10.63,6.4055
unit_3,6/8/2016 12:00,0,0.0026,-0.0001,High,518.67,,1579.21,1396.32,14.62,21.58,,2387.95,9040.33,1.3,47.12,520.53,2387.93,,8.4024,0.03,391,2388,100,39.16,23.3956
unit_9,8/8/2017 12:00,0,0.0018,0.0003,,518.67,642.72,1598.94,1408.93,14.62,21.56,561.43,2388.26,9089.68,,47.87,529.67,2388.3,8168.12,8.2544,0.03,394,2388,100,39.24,23.5969
unit_7,11/28/2014 12:00,0,0.001,0.0003,High,518.67,642.11,1583.95,1391.89,14.62,21.59,554.17,2388.01,9054.51,1.3,47.16,522.22,2388.01,8137.15,8.431,0.03,391,,100,38.79,23.4737
unit_2,4/12/2015 12:00,0,-0.0036,0.0003,High,518.67,641.75,1577.8,1401.67,14.62,21.57,551.49,2387.52,9040.21,1.3,47.08,519.07,,8123.04,8.3911,0.03,390,2388,100,38.7,23.3951
unit_6,7/24/2015 12:00,0,-0.0001,-0.0001,High,518.67,642.25,1588.02,1387.54,14.62,21.58,552.24,2387.93,9042.88,1.3,47.21,520.12,2387.89,8127.28,8.3973,0.03,391,2388,100,38.78,23.3933
unit_6,4/5/2016 12:00,0,-0.0008,0,High,518.67,641.8,1575.1,1391.52,14.62,21.55,552.99,2387.88,9052.26,1.3,47.13,520.82,2387.93,8135.45,8.3413,0.03,391,2388,100,39.01,23.4099
unit_10,6/8/2018 12:00,0,19.9989,0.7,,491.19,607.42,1489.36,1258.61,9.35,13.61,340.41,2324.36,,1.09,44.45,,2388.54,8094.66,,0.03,365,2324,100,24.88,14.8504
unit_5,6/23/2015 12:00,0,0.0011,0,High,518.67,642.89,1595.15,1415.13,14.62,21.57,562.65,2388.26,9097.07,1.31,47.6,530.2,2388.29,8164.46,8.29,0.03,395,2388,100,39.4,23.56
unit_1,7/22/2018 12:00,0,35.0063,0.84,,449.44,555.04,1370.21,1134.62,5.48,7.98,196.38,2223.22,8364.11,1.03,41.91,185.32,2388.35,8084.58,9.1869,0.02,334,2223,,15.03,8.9369
unit_7,9/15/2014 12:00,0,,0.0005,High,518.67,642.04,1576.77,1397.85,14.62,21.6,554.17,2387.97,9059.32,1.3,47.13,522.9,2387.97,8139.79,8.4036,0.03,391,2388,100,39.05,23.4239
unit_5,4/29/2015 12:00,0,24.9981,0.6209,Low,462.54,536.35,1253.81,1044.7,7.05,9,176.17,1915.5,8011.05,,36.39,165.29,,7882.05,10.76,0.02,307,1915,84.93,14.41,8.6635
unit_6,5/12/2016 12:00,0,0.0015,-0.0004,High,518.67,641.96,,,14.62,21.54,,2387.96,9057.59,1.3,47.4,520.98,2387.98,8137.87,8.3865,,389,2388,100,38.89,23.3762
unit_5,10/19/2014 12:00,0,20.0004,0.7015,High,,606.4,1477.8,1237.66,9.35,13.6,333.03,2323.64,8708.49,1.07,43.96,312.7,,8051.91,9.2025,0.02,362,2324,100,24.46,14.6921
unit_10,1/26/2018 12:00,0,42.0058,0.842,High,445,549.31,1342.52,1118.14,3.91,5.7,138.33,2212.04,8320.61,1.02,41.88,,2388.16,8093.35,9.2777,0.02,330,2212,100,10.73,6.3219
unit_1,9/11/2018 12:00,0,20.006,0.7009,High,491.19,607.79,1490.54,1253.51,9.35,13.61,339.75,2324.4,8762.95,1.09,44.7,320.79,2388.58,8095.57,9.013,0.03,368,2324,,24.66,14.8214
unit_3,,0,-0.0033,-0.0005,High,518.67,641.58,1596.54,1396.78,14.62,21.57,555.89,2388.02,9059.74,1.3,,523.69,2388.08,8143.95,8.337,0.03,391,2388,100,39.16,23.5054
unit_7,10/5/2015 12:00,0,-0.0053,0.0004,High,518.67,643.22,1596.81,1416.94,14.62,21.58,563.65,2388.36,9095.7,1.31,47.83,531.44,2388.36,,8.2406,,395,2388,100,39.29,23.5906
unit_5,11/3/2014 12:00,0,20.0068,0.7005,High,491.19,607.04,1471.03,1234.48,9.35,13.61,333.58,2323.74,8720.12,1.07,44.16,313.92,2387.86,8055.19,9.2344,0.02,361,2324,100,24.32,14.7937
unit_5,6/5/2015 12:00,0,35.0065,0.84,High,,555.27,1369.01,1131.36,5.48,7.97,196.89,2223.29,8377.44,,42.08,185.06,2388.36,8088.86,9.1552,0.02,335,2223,100,15.06,8.9902
unit_3,7/7/2016 12:00,0,-0.0011,-0.0004,High,518.67,641.78,1572.13,1389.51,14.62,21.58,,2387.94,9041.87,1.3,47,520.83,2387.93,8130.04,8.4097,0.03,391,2388,100,38.89,23.2744
unit_2,5/21/2016 12:00,0,0.0013,0.0004,High,518.67,641.96,1591.28,,14.62,21.57,557.55,2388.12,9074.19,1.3,47.33,526.23,2388.11,8147.54,8.3532,0.03,392,2388,100,39.23,
unit_2,9/29/2015 12:00,0,-0.0022,0,High,518.67,641.98,1580.78,1387.16,14.62,21.57,552.5,2387.92,9044.72,1.3,47.07,520.21,2387.91,8128.88,8.4039,0.03,391,2388,100,39.07,23.3321
unit_3,10/28/2016 12:00,0,0.0031,-0.0003,High,518.67,642.27,1582.93,1399.26,14.62,21.57,553.19,2387.96,,1.3,47.07,522.99,2387.96,8131.7,8.4073,0.03,392,2388,100,39.06,23.4034
unit_9,6/18/2017 12:00,0,0.0039,-0.0002,High,518.67,641.98,1590.92,1405.54,14.62,,556.3,2388.1,9071.1,1.3,47.47,524.67,2388.12,8158.37,8.335,0.03,393,2388,100,39.2,23.3589
